package,sequence_length,additive_anim_type,ref_pose_seq,enable_root_motion,playback,sha256
/Game/Characters/Mannequins/Anims/Rifle/Jog/MF_Rifle_Jog_Bwd,1.7999999523162842,<AdditiveAnimationType.AAT_NONE: 0>,,True,PIE end-to-end,0fd489f5c8d4d63e84f8a25c2db46c3ae54eae828212b2a32622726e593b5d3c
/Game/Characters/Mannequins/Anims/Rifle/Jog/MF_Rifle_Jog_Bwd_Left,1.7999999523162842,<AdditiveAnimationType.AAT_NONE: 0>,,True,Native pose evaluation at 4 phases; no end-to-end playback claim,c3939c4aa298e6be0834256ef6f642cff0465a40d676ec7e464aaf504b44f729
/Game/Characters/Mannequins/Anims/Rifle/Jog/MF_Rifle_Jog_Bwd_Right,1.7999999523162842,<AdditiveAnimationType.AAT_NONE: 0>,,True,Native pose evaluation at 4 phases; no end-to-end playback claim,907cb106c1c466aac0b38753b7551af73a09c082a652c82c43df5418eb33b089
/Game/Characters/Mannequins/Anims/Rifle/Jog/MF_Rifle_Jog_Fwd,1.5333333015441895,<AdditiveAnimationType.AAT_NONE: 0>,,True,PIE end-to-end,287d39883a65ccf6f89d91c7ca13b23184f04ae6eb5cc3867dd7ef7cfb35ec1c
/Game/Characters/Mannequins/Anims/Rifle/Jog/MF_Rifle_Jog_Fwd_Left,1.5333333015441895,<AdditiveAnimationType.AAT_NONE: 0>,,True,Native pose evaluation at 4 phases; no end-to-end playback claim,4103ea6388d484e8f71cd30b955c3c954750d922a0c030bf3d902bdb3e02c13d
/Game/Characters/Mannequins/Anims/Rifle/Jog/MF_Rifle_Jog_Fwd_Right,1.5333333015441895,<AdditiveAnimationType.AAT_NONE: 0>,,True,Native pose evaluation at 4 phases; no end-to-end playback claim,2ca8d8ec88d086d4cb6027a2eefdde258142587bca40e98dee021abe9c8824f8
/Game/Characters/Mannequins/Anims/Rifle/Jog/MF_Rifle_Jog_Left,0.46666666865348816,<AdditiveAnimationType.AAT_NONE: 0>,,True,PIE end-to-end,4feaf1bd5b370e28f5dce611b28d955bbf84bbeb72b7e22972a0e143022621a7
/Game/Characters/Mannequins/Anims/Rifle/Jog/MF_Rifle_Jog_Right,1.0666667222976685,<AdditiveAnimationType.AAT_NONE: 0>,,True,PIE end-to-end,e3c5cae5448dbb8c4e3bda5406202a8e55b08247695082270e1fef3dbdd6e533
/Game/Characters/Mannequins/Anims/Rifle/Jump/MM_Rifle_Jump_Apex,0.6666666865348816,<AdditiveAnimationType.AAT_NONE: 0>,,True,Native pose evaluation at 4 phases; no end-to-end playback claim,39acbd6bcfc5ec2795ee2497bb353fbe954766bda545c3318c3cd6ee5f1ee008
/Game/Characters/Mannequins/Anims/Rifle/Jump/MM_Rifle_Jump_Fall_Land,0.4000000059604645,<AdditiveAnimationType.AAT_NONE: 0>,,True,PIE end-to-end,ce74e83b9b88fa3722951c1c6b2cc36ae7159b8141f5347e5b47d760cee41c42
/Game/Characters/Mannequins/Anims/Rifle/Jump/MM_Rifle_Jump_Fall_Loop,3.0,<AdditiveAnimationType.AAT_NONE: 0>,,True,PIE end-to-end,d17c0a4fe1d9bb970b3208909e1c35b7183568c7968a0d6d0de391cca216b472
/Game/Characters/Mannequins/Anims/Rifle/Jump/MM_Rifle_Jump_RecoveryAdditive,0.9333333373069763,<AdditiveAnimationType.AAT_LOCAL_SPACE_BASE: 1>,/Game/Characters/Mannequins/Anims/Rifle/Jump/MM_Rifle_Jump_RecoveryAdditive.MM_Rifle_Jump_RecoveryAdditive,True,Native pose evaluation at 4 phases; no end-to-end playback claim,9d663743ac0fd361303751c55688a34053fbed145aaa88a004abd7b02533d5e5
/Game/Characters/Mannequins/Anims/Rifle/Jump/MM_Rifle_Jump_Start,0.23333333432674408,<AdditiveAnimationType.AAT_NONE: 0>,,True,PIE end-to-end,925f27182be45054a1bbb5d458cb53d38773b356dd61e18b82fa9a72880dc8e7
/Game/Characters/Mannequins/Anims/Rifle/Jump/MM_Rifle_Jump_Start_Loop,2.0,<AdditiveAnimationType.AAT_NONE: 0>,,True,Native pose evaluation at 4 phases; no end-to-end playback claim,c2da3d291df2070e1aaa62a45e445a7979948489b9e811e0d17f94b3e627d14e
